,Age,Gender,Country,Academic_Level,Most_Used_Platform,Purpose_Of_Use,Avg_Daily_Usage_Hours,Daily_Unlocks,Study_Hours,Physical_Activity_Hours,Sleep_Hours_Per_Night,Stress_Level,Mental_Health_Score
815,22,Female,Italy,Undergraduate,Twitter,News,5.1,155,2.0,1.9,7.1,High,7.0
816,24,Female,China,Graduate,WeChat,Networking,5.5,188,3.9,1.8,6.8,High,6.0
817,21,Male,Japan,Undergraduate,Twitter,News,4.3,160,4.7,1.8,7.6,Medium,8.0
818,20,Male,Finland,Undergraduate,Facebook,Networking,4.5,143,3.7,1.9,7.4,High,7.0
819,19,Male,Denmark,Undergraduate,Instagram,Entertainment,4.7,148,3.5,1.0,7.2,Medium,7.0
820,24,Female,Ireland,Graduate,Twitter,News,5.9,174,1.5,1.6,6.6,High,6.0
821,22,Female,USA,Undergraduate,Instagram,Entertainment,5.4,168,3.0,0.7,6.9,High,6.0
822,19,Male,Mexico,Undergraduate,Facebook,Networking,6.5,196,1.3,0.7,6.1,Very High,5.0
823,24,Female,France,Graduate,Twitter,News,4.8,158,1.9,2.8,7.3,Medium,7.0
824,19,Male,China,Undergraduate,WeChat,Entertainment,5.6,177,1.2,1.3,6.8,High,6.0
825,24,Female,Japan,Graduate,Twitter,News,4.2,153,3.0,2.2,7.5,Medium,8.0
826,21,Male,Poland,Undergraduate,TikTok,Entertainment,6.3,183,1.3,1.5,6.3,High,5.0
827,23,Female,Finland,Graduate,Instagram,Entertainment,4.4,159,4.6,1.7,7.4,Medium,7.0
828,19,Male,Ireland,Undergraduate,Instagram,Entertainment,5.8,195,1.8,0.9,6.6,High,6.0
829,24,Female,India,Graduate,TikTok,Entertainment,7.0,232,1.2,1.5,5.8,Very High,4.0
830,21,Male,Switzerland,Undergraduate,Facebook,Networking,4.5,139,3.4,3.2,7.3,High,7.0
831,23,Female,Turkey,Graduate,Instagram,Entertainment,6.7,198,2.0,2.0,6.1,Very High,5.0
832,22,Female,Mexico,Undergraduate,Facebook,Networking,6.4,212,1.0,1.4,6.2,High,5.0
833,19,Male,France,Undergraduate,Instagram,Entertainment,4.7,176,2.2,0.9,7.2,Medium,7.0
834,24,Female,Canada,Graduate,TikTok,Entertainment,5.6,201,2.0,0.9,6.7,High,6.0
835,21,Male,UK,Undergraduate,Facebook,Networking,6.2,203,1.0,2.1,6.3,High,5.0
836,23,Female,Italy,Graduate,Twitter,News,4.8,161,3.5,1.4,7.1,High,7.0
837,22,Female,China,Undergraduate,WeChat,News,5.7,169,4.2,1.5,6.7,High,6.0
838,24,Female,Poland,Graduate,TikTok,Entertainment,6.1,197,2.1,0.9,6.4,Very High,5.0
839,21,Male,Finland,Undergraduate,Instagram,Entertainment,4.3,140,2.8,1.9,7.5,Medium,7.0
840,22,Female,Ireland,Undergraduate,Instagram,Entertainment,5.9,184,1.0,1.1,6.5,High,6.0
841,24,Female,Switzerland,Graduate,Facebook,Networking,4.6,144,4.9,1.7,7.2,High,7.0
842,22,Male,Mexico,Undergraduate,Facebook,Networking,6.3,190,2.5,1.4,6.2,Very High,5.0
843,23,Male,Canada,Graduate,TikTok,Entertainment,5.7,179,1.8,1.8,6.6,Very High,6.0
844,21,Female,UK,Undergraduate,Twitter,News,6.2,211,1.0,1.8,6.3,Very High,5.0
845,19,Female,Russia,Undergraduate,Instagram,Entertainment,6.8,204,1.1,1.3,5.9,Very High,4.0
846,22,Male,China,Undergraduate,WeChat,Entertainment,5.6,177,1.6,1.2,6.7,High,6.0
847,23,Male,Poland,Graduate,TikTok,Entertainment,6.2,193,1.3,1.8,6.3,High,5.0
848,21,Female,Finland,Undergraduate,Instagram,Entertainment,4.4,159,3.2,2.1,7.4,Medium,7.0
849,24,Male,Spain,Graduate,Facebook,Networking,6.5,212,2.0,1.6,6.1,Very High,5.0
850,22,Male,Ireland,Undergraduate,Instagram,Entertainment,5.8,177,3.0,1.6,6.6,Very High,6.0
851,20,Female,India,Undergraduate,TikTok,Entertainment,7.1,210,1.0,1.6,5.8,Very High,4.0
852,21,Female,Turkey,Undergraduate,Instagram,Entertainment,6.7,202,2.8,1.8,6.0,Very High,5.0
853,24,Male,USA,Graduate,Twitter,News,5.4,164,3.5,1.6,6.8,High,6.0
854,19,Female,Mexico,Undergraduate,TikTok,Entertainment,6.4,203,1.7,2.1,6.2,High,5.0
855,23,Male,UK,Graduate,Twitter,News,6.3,216,1.8,1.6,6.2,Very High,5.0
856,24,Male,Russia,Graduate,Instagram,Entertainment,6.9,225,1.0,0.9,5.9,Very High,4.0
857,19,Female,China,Undergraduate,WeChat,News,5.7,186,2.3,1.9,6.7,High,6.0
858,23,Male,Finland,Graduate,Instagram,Entertainment,4.3,155,3.3,2.0,7.5,Medium,7.0
859,24,Male,Denmark,Graduate,Twitter,News,4.5,145,2.4,1.6,7.3,Medium,7.0
860,19,Female,Ireland,Undergraduate,Instagram,Entertainment,5.9,208,1.9,2.3,6.5,High,6.0
861,20,Female,Switzerland,Undergraduate,TikTok,Entertainment,4.6,178,3.5,1.6,7.2,High,7.0
862,19,Female,France,Undergraduate,Instagram,Entertainment,4.7,164,2.3,2.1,7.2,High,7.0
863,22,Male,Canada,Undergraduate,TikTok,Entertainment,5.8,194,2.7,2.9,6.6,Very High,6.0
864,20,Female,UK,Undergraduate,Twitter,News,6.1,190,1.3,1.3,6.4,High,5.0
865,24,Male,China,Graduate,WeChat,Entertainment,5.5,188,2.1,1.3,6.8,High,6.0
866,19,Female,Japan,Undergraduate,Twitter,News,4.2,140,4.5,2.6,7.5,Medium,8.0
867,20,Female,Finland,Undergraduate,Instagram,Entertainment,4.4,160,3.1,1.6,7.4,High,7.0
868,23,Male,Spain,Graduate,Facebook,Networking,6.5,193,1.0,1.3,6.1,Very High,5.0
869,21,Female,Denmark,Undergraduate,Twitter,News,4.6,177,2.9,2.2,7.3,Medium,7.0
870,24,Male,Ireland,Graduate,Instagram,Entertainment,5.9,173,3.0,1.4,6.5,High,6.0
871,19,Female,India,Undergraduate,TikTok,Entertainment,7.0,226,1.5,1.0,5.8,Very High,4.0
872,22,Male,Switzerland,Undergraduate,Facebook,Networking,4.5,154,4.9,1.8,7.3,High,7.0
873,23,Male,USA,Graduate,Twitter,News,5.5,192,1.7,1.8,6.7,High,6.0
874,24,Male,France,Graduate,Facebook,Networking,4.8,171,2.3,1.6,7.1,High,7.0
875,23,Male,Russia,Graduate,Instagram,Entertainment,6.8,211,1.0,1.3,5.9,Very High,4.0
876,21,Female,China,Undergraduate,WeChat,News,5.6,173,2.3,2.2,6.7,High,6.0
877,24,Male,Japan,Graduate,Twitter,News,4.3,141,2.7,2.4,7.5,Medium,8.0
878,19,Female,Poland,Undergraduate,Facebook,Networking,6.2,204,2.5,1.7,6.3,Very High,5.0
879,19,Male,Sri Lanka,Undergraduate,TikTok,Entertainment,5.7,188,1.6,2.0,5.7,High,6.0
880,20,Female,Australia,Undergraduate,Facebook,Networking,4.2,168,3.9,1.3,7.6,Low,7.0
881,19,Male,Nepal,Undergraduate,TikTok,Entertainment,4.3,161,2.7,2.1,7.7,High,7.0
882,19,Female,Qatar,Undergraduate,TikTok,Entertainment,4.9,177,4.5,2.0,5.7,High,6.0
883,18,Male,Argentina,High School,TikTok,Entertainment,5.5,169,3.4,2.2,5.3,High,5.0
884,23,Female,Spain,Graduate,Facebook,Networking,6.4,187,1.8,0.9,6.2,High,5.0
885,18,Female,Other,High School,YouTube,Education,7.4,244,1.0,1.4,5.8,Very High,4.7
886,21,Male,Germany,Undergraduate,Instagram,Entertainment,1.9,103,7.3,1.6,8.7,Low,8.1
887,20,Female,Ireland,Undergraduate,TikTok,Entertainment,3.3,126,5.3,2.4,8.6,Medium,7.0
888,19,Female,USA,Undergraduate,Instagram,Entertainment,7.5,236,1.0,0.7,4.8,Very High,5.0
889,22,Male,Poland,Undergraduate,TikTok,Entertainment,6.3,205,2.7,0.8,6.2,High,5.0
890,22,Female,Other,Undergraduate,Instagram,Entertainment,8.0,261,1.0,0.8,4.9,Very High,4.0
891,24,Male,China,Graduate,WeChat,News,5.5,176,1.2,1.6,6.8,High,6.0
892,19,Female,Ireland,Undergraduate,Instagram,Entertainment,4.8,178,3.4,2.7,7.1,High,7.0
893,21,Male,Mexico,Undergraduate,WhatsApp,Networking,6.7,217,1.5,1.1,5.5,Very High,6.0
894,19,Male,Other,Undergraduate,TikTok,Entertainment,6.3,194,1.5,1.8,4.8,Very High,4.0
895,21,Male,Other,Undergraduate,YouTube,Education,6.3,207,1.0,0.7,5.9,High,4.5
896,22,Male,India,Undergraduate,Facebook,Networking,4.4,148,3.3,1.8,8.8,Medium,7.0
897,20,Male,Other,Undergraduate,YouTube,Education,3.9,153,4.0,1.5,6.7,High,6.0
898,19,Female,Bangladesh,Undergraduate,Instagram,Entertainment,4.6,157,2.9,2.3,7.0,Medium,5.0
899,21,Male,Mexico,Undergraduate,WhatsApp,Education,5.7,179,2.3,1.4,6.5,High,6.0
900,21,Male,Australia,Undergraduate,TikTok,Entertainment,7.2,225,1.0,1.4,4.7,Very High,5.8
901,19,Female,Japan,Undergraduate,Twitter,News,4.5,141,2.0,0.6,7.6,Medium,8.0
902,21,Female,Germany,Undergraduate,YouTube,Education,3.7,117,4.7,1.7,8.7,Medium,8.6
903,23,Male,USA,Graduate,YouTube,Education,4.7,176,3.3,1.8,6.9,High,6.2
904,22,Male,Canada,Undergraduate,TikTok,Entertainment,3.6,117,5.2,2.3,8.6,Low,6.0
905,21,Male,UK,Undergraduate,TikTok,Entertainment,4.7,154,3.3,1.7,6.2,High,6.3
906,21,Male,UK,Undergraduate,TikTok,Entertainment,4.7,151,2.9,1.5,6.2,High,6.3
907,19,Female,India,Undergraduate,Instagram,Entertainment,7.0,214,1.7,1.3,5.8,Very High,4.0
908,22,Male,Russia,Undergraduate,VKontakte,Networking,4.3,167,4.1,2.7,7.7,High,7.0
909,18,Female,Canada,High School,YouTube,Education,6.8,225,1.0,1.1,5.2,Very High,5.2
910,19,Female,India,Undergraduate,WhatsApp,Education,7.0,207,1.0,1.7,5.8,Very High,5.0
911,19,Male,Nepal,Undergraduate,TikTok,Entertainment,3.5,134,5.1,2.7,8.5,Medium,7.0
912,19,Female,India,Undergraduate,WhatsApp,News,6.8,230,2.2,1.3,6.0,Very High,5.0
913,23,Female,Other,Graduate,Facebook,Networking,2.0,105,5.3,2.3,7.9,Low,7.1
914,24,Female,Other,Graduate,YouTube,Education,7.8,229,1.0,1.5,5.4,Very High,5.6
915,19,Male,USA,Undergraduate,LinkedIn,Education,2.4,91,4.9,2.5,7.2,Low,8.6
916,24,Female,USA,Graduate,Twitter,News,6.4,197,2.2,0.9,6.0,Very High,5.2
917,23,Female,Other,Graduate,LinkedIn,Education,6.2,202,1.8,2.5,5.3,Very High,5.4
918,21,Female,Other,Undergraduate,TikTok,Entertainment,5.8,186,2.5,1.2,5.6,High,6.0
919,21,Male,Canada,Undergraduate,Instagram,Entertainment,4.9,156,3.6,2.5,7.3,High,6.0
920,22,Male,Other,Undergraduate,TikTok,Entertainment,1.6,71,6.5,2.7,8.2,Low,8.6
921,19,Female,Other,Undergraduate,YouTube,Education,2.9,136,5.3,2.6,7.1,Low,8.8
922,22,Male,India,Undergraduate,WhatsApp,Networking,6.2,203,1.6,1.4,6.1,Very High,5.0
923,20,Female,France,Undergraduate,Instagram,Entertainment,3.0,138,5.0,2.2,9.0,Low,7.0
924,22,Male,Denmark,Undergraduate,Facebook,Networking,2.7,98,6.0,2.5,9.1,Low,8.0
925,21,Male,Other,Undergraduate,Snapchat,Entertainment,8.2,269,1.0,1.0,4.9,Very High,5.6
926,24,Male,UK,Graduate,TikTok,Entertainment,5.9,204,1.0,0.4,5.9,High,4.9
927,18,Male,Other,High School,LinkedIn,Education,7.3,216,1.0,1.1,5.1,Very High,4.1
928,22,Male,Denmark,Undergraduate,Facebook,Networking,3.1,121,5.4,1.8,8.7,Low,8.0
929,21,Male,India,Undergraduate,WhatsApp,Education,6.7,196,1.1,0.6,5.6,Very High,5.0
930,21,Female,India,Undergraduate,Instagram,Entertainment,5.6,197,2.8,1.6,5.6,High,6.0
931,22,Female,Other,Undergraduate,YouTube,Education,2.3,84,6.5,2.4,8.8,Low,9.0
932,24,Male,India,Graduate,LinkedIn,Education,8.1,248,1.0,0.8,5.1,Very High,5.1
933,19,Male,Other,Undergraduate,YouTube,Education,3.4,131,5.1,1.5,8.6,Low,7.6
934,18,Female,Germany,High School,YouTube,Education,1.9,96,7.2,1.9,7.7,Low,7.8
935,20,Female,Australia,Undergraduate,Snapchat,Entertainment,7.5,232,1.3,1.9,5.2,Very High,4.8
936,21,Male,Other,Undergraduate,LinkedIn,Education,1.8,72,6.4,1.7,9.0,Low,8.2
937,20,Female,Australia,Undergraduate,Facebook,Networking,4.2,152,3.9,1.4,7.6,Medium,7.0
938,21,Male,Turkey,Undergraduate,Instagram,Entertainment,3.9,150,4.6,2.9,8.3,Low,6.0
939,24,Male,Sweden,Graduate,LinkedIn,Education,2.0,111,6.2,2.8,7.8,Low,8.0
940,21,Male,Other,Undergraduate,Twitter,News,5.8,182,2.9,1.6,5.4,Very High,4.9
941,19,Male,Other,Undergraduate,TikTok,Entertainment,4.8,150,2.7,1.6,7.0,High,6.1
942,23,Male,India,Graduate,LinkedIn,Education,4.5,145,2.5,1.3,6.2,Medium,6.4
943,19,Male,Uzbekistan,Undergraduate,TikTok,Entertainment,5.5,198,1.6,1.0,5.4,Very High,5.0
944,23,Female,Other,Graduate,YouTube,Education,7.4,221,1.0,1.4,5.7,Very High,4.2
945,20,Male,Other,Undergraduate,Twitter,News,7.8,244,1.3,0.4,5.2,Very High,5.2
946,18,Female,Other,High School,Snapchat,Entertainment,3.2,106,3.5,2.3,7.8,Low,8.5
947,20,Male,India,Undergraduate,LinkedIn,Education,7.5,225,1.0,1.0,5.2,Very High,5.2
948,22,Male,Turkey,Undergraduate,TikTok,Entertainment,3.8,129,4.6,1.7,8.4,Low,6.0
949,19,Female,Canada,Undergraduate,Instagram,Entertainment,5.7,191,1.8,0.8,6.6,High,6.0
950,22,Female,Other,Undergraduate,YouTube,Education,7.9,230,1.0,0.3,5.1,Very High,4.9
951,21,Male,New Zealand,Undergraduate,Instagram,Entertainment,4.6,158,2.5,2.0,7.6,High,7.0
952,19,Female,Norway,Undergraduate,Instagram,Entertainment,5.0,154,3.9,2.1,5.7,High,5.0
953,20,Female,Paraguay,Undergraduate,TikTok,Entertainment,4.7,178,3.2,1.7,5.8,Medium,6.0
954,23,Female,USA,Graduate,Instagram,Entertainment,3.8,148,4.7,1.2,7.4,Medium,7.1
955,24,Male,Other,Graduate,Instagram,Entertainment,6.5,193,1.5,0.6,5.3,Very High,4.8
956,24,Female,Other,Graduate,Instagram,Entertainment,3.7,133,4.4,1.6,8.8,Medium,9.0
957,18,Male,Trinidad,High School,TikTok,Entertainment,5.6,188,2.0,1.1,5.2,High,5.0
958,20,Male,UK,Undergraduate,Facebook,Networking,6.4,187,2.0,1.2,6.2,Very High,5.0
959,23,Female,Other,Graduate,Facebook,Networking,7.7,251,1.0,0.4,5.7,Very High,4.6
960,21,Male,Other,Undergraduate,Facebook,Networking,5.9,209,3.1,0.4,6.0,Very High,6.7
961,24,Male,Other,Graduate,LinkedIn,Education,2.5,90,3.1,2.3,7.9,Low,8.8
962,22,Male,Other,Undergraduate,Instagram,Entertainment,5.6,204,1.2,1.8,5.8,Very High,5.2
963,18,Female,Other,High School,Facebook,Networking,7.7,246,1.1,0.9,5.4,Very High,4.0
964,24,Male,Malaysia,Graduate,LinkedIn,Education,2.2,117,4.3,1.9,7.4,Medium,8.0
965,21,Male,Italy,Undergraduate,Instagram,Entertainment,5.4,193,3.5,2.0,6.7,Very High,5.0
966,19,Male,Other,Undergraduate,TikTok,Entertainment,6.9,208,1.1,1.3,5.0,Very High,5.6
967,18,Male,Other,High School,Snapchat,Entertainment,6.0,207,1.0,1.9,5.0,High,5.5
968,18,Female,Other,High School,LinkedIn,Education,4.8,161,2.7,2.2,6.8,Very High,6.3
969,21,Female,Canada,Undergraduate,Instagram,Entertainment,3.4,110,3.8,1.4,7.0,Low,7.3
970,20,Female,Other,Undergraduate,Facebook,Networking,2.9,130,5.7,1.9,8.4,Medium,8.4
971,22,Male,Mexico,Undergraduate,Facebook,Networking,6.5,201,1.0,1.6,6.1,Very High,5.0
972,21,Male,USA,Undergraduate,Snapchat,Entertainment,3.9,126,5.1,2.6,7.1,Low,7.5
973,19,Female,Switzerland,Undergraduate,Instagram,Entertainment,2.3,121,4.6,2.6,9.5,Low,8.0
974,18,Male,Belgium,High School,TikTok,Entertainment,5.3,182,1.7,1.7,5.5,Very High,5.0
975,21,Male,Other,Undergraduate,LinkedIn,Education,8.2,253,1.0,0.8,6.0,Very High,5.4
976,21,Female,USA,Undergraduate,Twitter,News,5.3,179,2.1,2.3,6.8,High,6.0
977,22,Male,Maldives,Undergraduate,TikTok,Entertainment,5.1,187,3.1,2.9,5.3,Very High,6.0
978,24,Female,Germany,Graduate,TikTok,Entertainment,3.2,113,4.0,1.2,7.9,Low,7.4
979,20,Male,UK,Undergraduate,Facebook,Networking,6.4,219,1.0,1.9,6.2,High,5.0
980,18,Female,Other,High School,Twitter,News,8.0,257,1.0,0.6,5.4,Very High,5.7
981,20,Female,Paraguay,Undergraduate,TikTok,Entertainment,4.7,165,2.8,2.5,5.8,High,6.0
982,21,Male,Turkey,Undergraduate,Instagram,Entertainment,6.8,215,1.0,1.6,6.0,High,5.0
983,22,Male,India,Undergraduate,WhatsApp,Entertainment,6.2,213,1.2,1.3,6.1,Very High,5.0
984,22,Male,France,Undergraduate,Facebook,Networking,4.7,148,3.5,1.3,7.2,Medium,7.0
985,21,Male,Canada,Undergraduate,Instagram,Entertainment,4.6,156,3.3,1.3,7.6,Medium,7.0
986,22,Male,Denmark,Undergraduate,Facebook,Networking,3.5,136,4.2,1.8,8.3,Medium,8.0
987,19,Female,USA,Undergraduate,Instagram,Entertainment,8.5,267,1.0,0.4,3.8,Very High,5.0
988,20,Female,Australia,Undergraduate,Instagram,Entertainment,4.4,165,3.4,1.1,7.4,Medium,7.0
989,19,Female,Japan,Undergraduate,LINE,Education,3.6,152,4.5,2.2,8.1,Low,8.0
990,19,Female,France,Undergraduate,Instagram,Entertainment,3.7,120,5.7,2.9,8.3,Medium,7.0
991,19,Female,Spain,Undergraduate,Instagram,Entertainment,4.4,139,2.5,1.6,7.5,Medium,6.0
992,20,Female,South Korea,Undergraduate,KakaoTalk,Networking,4.3,132,4.3,2.1,7.5,High,6.0
993,20,Female,South Korea,Undergraduate,KakaoTalk,Networking,4.6,172,3.8,2.2,7.2,High,6.0
994,20,Male,Other,Undergraduate,LinkedIn,Education,2.8,132,4.8,2.2,8.5,Low,8.7
995,22,Male,Canada,Undergraduate,TikTok,Entertainment,3.8,122,4.2,1.9,8.4,Low,6.0
996,20,Female,Switzerland,Undergraduate,Instagram,Entertainment,2.8,111,5.0,1.6,9.0,Medium,8.0
997,22,Male,India,Undergraduate,Twitter,News,5.5,182,1.9,1.2,7.1,High,7.0
998,20,Female,Italy,Undergraduate,TikTok,Entertainment,4.7,166,3.5,1.3,7.2,Medium,7.0
999,21,Male,Italy,Undergraduate,Instagram,Entertainment,5.3,169,2.1,2.3,6.8,High,5.0
1000,24,Male,Other,Graduate,LinkedIn,Education,2.5,91,4.4,1.9,7.9,Low,8.8
1001,23,Male,USA,Graduate,Twitter,News,5.5,184,2.7,1.5,6.7,High,6.0
1002,19,Female,Japan,Undergraduate,LINE,Networking,3.4,133,4.9,1.8,8.2,Low,8.0
1003,22,Male,Nepal,Undergraduate,Facebook,Networking,4.1,128,4.1,2.5,7.9,Medium,7.0
1004,19,Male,USA,Undergraduate,LinkedIn,Education,5.8,187,1.8,1.2,5.3,Very High,5.0
1005,21,Male,Canada,Undergraduate,Instagram,Entertainment,4.5,173,3.8,2.0,7.7,Medium,6.0
1006,22,Male,Nepal,Undergraduate,Facebook,Networking,4.1,166,2.8,2.7,7.9,Low,7.0
1007,24,Female,Poland,Graduate,TikTok,Entertainment,6.1,184,2.8,1.3,6.4,High,5.0
1008,19,Female,Other,Undergraduate,YouTube,Education,7.2,242,1.0,1.4,5.9,Very High,5.0
1009,22,Male,Afghanistan,Undergraduate,LinkedIn,Education,2.9,104,6.1,1.9,7.0,Low,7.0
1010,18,Male,USA,High School,YouTube,Education,3.9,148,4.6,2.6,6.0,High,6.7
1011,23,Female,Other,Graduate,TikTok,Entertainment,2.3,90,4.7,2.6,8.3,Low,8.8
1012,18,Male,Canada,High School,Instagram,Entertainment,6.1,196,2.4,1.8,5.6,High,4.6
1013,23,Male,Other,Graduate,LinkedIn,Education,6.1,191,1.9,2.3,5.9,High,4.8
1014,24,Male,Other,Graduate,Snapchat,Entertainment,3.4,148,4.7,2.1,7.1,Low,8.3
1015,20,Female,USA,Undergraduate,TikTok,Entertainment,7.8,222,1.0,0.9,4.5,Very High,5.0
1016,24,Male,USA,Graduate,Twitter,News,5.4,169,3.0,1.7,6.8,Very High,6.0
1017,19,Male,Uzbekistan,Undergraduate,TikTok,Entertainment,5.5,196,1.9,1.8,5.4,Very High,5.0
1018,24,Male,India,Graduate,LinkedIn,Education,8.1,236,1.0,0.3,5.1,Very High,5.1
1019,22,Male,Canada,Undergraduate,TikTok,Entertainment,4.2,163,2.7,1.5,8.0,High,6.0
1020,19,Female,India,Undergraduate,TikTok,Entertainment,6.0,203,1.0,1.0,6.8,High,6.5
1021,24,Female,Other,Graduate,LinkedIn,Education,4.6,164,3.9,1.5,6.8,High,6.4
1022,20,Female,Ireland,Undergraduate,TikTok,Entertainment,3.5,113,2.4,2.4,8.4,Low,7.0
1023,23,Female,Other,Graduate,YouTube,Education,2.9,119,5.3,2.2,7.3,Medium,8.5
1024,21,Male,Other,Undergraduate,LinkedIn,Education,3.1,114,5.9,1.6,8.5,Medium,8.5
1025,21,Male,Other,Undergraduate,TikTok,Entertainment,2.6,119,5.0,2.1,7.4,High,8.9
1026,20,Female,UK,Undergraduate,TikTok,Entertainment,7.1,212,1.0,1.5,5.9,Very High,4.2
1027,20,Male,Canada,Undergraduate,LinkedIn,Education,4.3,144,4.3,2.0,6.6,Medium,6.7
1028,20,Male,Russia,Undergraduate,Instagram,Entertainment,6.9,230,1.0,2.4,5.9,Very High,4.0
1029,21,Male,India,Undergraduate,Snapchat,Entertainment,2.5,106,6.2,2.4,7.4,Medium,8.0
1030,22,Female,Other,Undergraduate,TikTok,Entertainment,7.3,242,2.2,1.2,4.8,Very High,5.7
1031,20,Female,India,Undergraduate,Instagram,Entertainment,5.0,161,1.9,1.3,5.0,High,6.0
1032,19,Female,Australia,Undergraduate,TikTok,Entertainment,6.4,187,1.0,1.3,5.5,Very High,4.4
1033,18,Male,Other,High School,YouTube,Education,5.6,170,2.8,1.3,4.5,Very High,5.7
1034,22,Male,USA,Undergraduate,Twitter,News,4.0,151,3.0,2.0,7.6,Medium,8.6
1035,20,Male,Other,Undergraduate,Twitter,News,2.8,103,6.1,2.5,8.2,Medium,7.3
1036,23,Male,Canada,Graduate,Twitter,News,2.8,109,5.7,2.5,7.7,Medium,8.1
1037,22,Male,Maldives,Undergraduate,TikTok,Entertainment,5.3,157,2.3,2.1,5.7,High,6.0
1038,22,Male,France,Undergraduate,Facebook,Networking,4.7,165,2.1,1.9,7.2,High,7.0
1039,20,Male,Other,Undergraduate,TikTok,Entertainment,6.9,209,2.5,1.8,5.3,Very High,5.1
1040,20,Female,Singapore,Undergraduate,TikTok,Entertainment,5.2,193,2.9,1.7,6.7,High,5.7
1041,21,Male,Canada,Undergraduate,Instagram,Entertainment,4.6,147,3.2,3.2,7.4,Medium,6.0
1042,20,Female,USA,Undergraduate,TikTok,Entertainment,7.0,201,1.2,1.1,5.6,Very High,4.9
1043,19,Male,Bangladesh,Undergraduate,TikTok,Entertainment,5.5,173,1.3,1.4,6.1,High,5.2
1044,19,Female,Nigeria,Undergraduate,Instagram,Entertainment,5.7,204,1.2,1.3,5.3,Very High,5.0
1045,20,Female,India,Undergraduate,Instagram,Entertainment,4.9,163,3.7,1.7,4.9,High,5.9
1046,20,Female,Australia,Undergraduate,Instagram,Entertainment,4.3,170,1.5,3.2,7.6,Medium,7.3
1047,20,Male,USA,Undergraduate,LinkedIn,Education,4.0,154,3.0,1.9,7.1,Medium,6.7
1048,19,Male,Other,Undergraduate,Snapchat,Entertainment,2.8,97,7.0,2.8,7.7,Low,8.9
1049,22,Male,UK,Undergraduate,Facebook,Networking,8.1,249,1.0,1.2,4.3,Very High,4.1
1050,20,Male,Other,Undergraduate,YouTube,Education,2.4,96,6.3,2.0,7.2,Medium,7.2
1051,20,Female,UK,Undergraduate,Facebook,Networking,6.2,208,1.6,2.4,5.6,Very High,4.8
1052,18,Male,Other,High School,LinkedIn,Education,7.1,219,0.8,1.6,5.9,Very High,5.1
1053,19,Female,Other,Undergraduate,Instagram,Entertainment,8.4,267,1.3,0.8,4.4,Very High,5.9
1054,24,Female,Other,Graduate,Instagram,Entertainment,3.9,143,4.9,1.6,6.9,Medium,6.3
1055,21,Male,North Macedonia,Undergraduate,Snapchat,Entertainment,3.7,150,4.4,1.7,6.7,Medium,7.5
1056,23,Female,USA,Graduate,Instagram,Entertainment,3.7,148,4.9,1.2,7.5,Medium,7.0
1057,19,Male,Other,Undergraduate,TikTok,Entertainment,6.7,213,1.1,1.6,5.4,Very High,5.6
1058,24,Male,Other,Graduate,LinkedIn,Education,3.7,129,3.8,2.1,7.8,Low,8.8
1059,20,Female,USA,Undergraduate,TikTok,Entertainment,7.2,201,1.2,1.3,5.4,Very High,4.9
1060,20,Male,Other,Undergraduate,Twitter,News,8.5,253,1.1,1.1,4.6,Very High,4.6
1061,22,Male,China,Undergraduate,WeChat,Networking,6.0,179,2.0,2.7,6.5,Very High,6.2
1062,19,Male,UK,Undergraduate,Snapchat,Entertainment,1.9,100,5.3,3.0,7.5,Low,7.9
1063,19,Female,Sri Lanka,Undergraduate,Facebook,Networking,4.2,173,3.6,2.5,8.3,Medium,7.0
1064,20,Female,Other,Undergraduate,Snapchat,Entertainment,4.2,141,3.8,2.7,6.2,High,6.7
1065,22,Male,Germany,Undergraduate,YouTube,Education,5.5,182,4.2,2.6,6.0,High,5.8
1066,20,Female,Sri Lanka,Undergraduate,Facebook,Networking,4.6,172,2.7,0.7,8.1,High,6.9
1067,19,Female,Nepal,Undergraduate,TikTok,Entertainment,6.1,214,2.4,1.5,4.5,Very High,6.0
1068,20,Female,Ireland,Undergraduate,TikTok,Entertainment,4.8,133,3.6,2.1,7.5,Medium,7.0
1069,20,Female,South Korea,Undergraduate,KakaoTalk,Entertainment,4.7,169,1.6,2.0,6.8,High,5.9
1070,21,Female,Finland,Undergraduate,Instagram,Entertainment,4.4,159,3.2,2.1,7.4,Medium,6.7
1071,24,Female,Other,Graduate,TikTok,Entertainment,4.6,174,5.0,2.5,6.6,High,6.3
1072,23,Female,India,Graduate,Instagram,Entertainment,3.5,150,4.7,1.3,7.4,Medium,7.9
1073,19,Female,Poland,Undergraduate,Facebook,Networking,6.0,204,2.6,1.4,6.2,Very High,5.1
1074,20,Female,Italy,Undergraduate,TikTok,Entertainment,4.4,166,3.5,1.1,7.2,Medium,7.2
1075,24,Male,Germany,Graduate,YouTube,Education,5.1,174,3.2,1.3,6.8,High,6.7
1076,23,Female,Other,Graduate,Facebook,Networking,5.9,202,1.5,2.4,6.0,High,5.5
1077,20,Female,Ireland,Undergraduate,TikTok,Entertainment,3.6,140,4.8,3.0,8.2,Medium,6.7
1078,24,Male,UK,Graduate,Facebook,Networking,2.3,118,4.3,2.0,7.3,Low,6.9
