Age,Gender,Country,Academic_Level,Most_Used_Platform,Purpose_Of_Use,Avg_Daily_Usage_Hours,Daily_Unlocks,Study_Hours,Physical_Activity_Hours,Sleep_Hours_Per_Night,Stress_Level,Mental_Health_Score
18.0,Male,Luxembourg,High School,Snapchat,Entertainment,5.6,,2.1,1.5,5.3,Very High,5.0
21.0,Female,Monaco,Undergraduate,Instagram,Entertainment,4.5,154.0,4.3,2.8,5.8,,6.0
,Male,Andorra,Undergraduate,TikTok,Entertainment,5.3,187.0,3.5,1.8,5.5,High,5.0
23.0,Female,San Marino,,LinkedIn,Education,2.6,103.0,5.5,2.5,,Medium,8.0
20.0,Male,Vatican City,Undergraduate,YouTube,Education,4.4,170.0,4.4,1.4,6.0,Medium,6.0
18.0,Female,Liechtenstein,,Instagram,Entertainment,5.8,184.0,2.4,1.8,5.2,Very High,5.0
22.0,Male,Montenegro,Undergraduate,Facebook,Networking,2.9,107.0,4.7,2.2,7.0,Medium,7.0
19.0,Female,Albania,Undergraduate,TikTok,Entertainment,4.7,147.0,3.9,1.5,5.8,High,6.0
21.0,Male,North Macedonia,Undergraduate,Snapchat,Entertainment,3.7,150.0,4.4,1.7,6.5,,
20.0,Female,Kosovo,Undergraduate,Instagram,Entertainment,5.5,173.0,2.5,3.0,5.4,High,5.0
23.0,Male,Bosnia,Graduate,LinkedIn,Education,2.4,117.0,6.8,2.3,7.4,Low,8.0
,Female,Qatar,Undergraduate,TikTok,Entertainment,4.9,150.0,1.1,1.0,5.7,High,6.0
18.0,Male,Kuwait,High School,Snapchat,,5.7,187.0,1.2,1.2,5.3,High,5.0
22.0,Female,Bahrain,Undergraduate,LinkedIn,Education,2.8,112.0,4.3,2.3,7.1,Medium,8.0
20.0,,Oman,Undergraduate,Instagram,Entertainment,4.6,157.0,3.1,2.1,5.9,High,6.0
21.0,Female,Jordan,Undergraduate,TikTok,Entertainment,5.4,166.0,2.4,1.9,5.5,High,
19.0,Male,Lebanon,Undergraduate,YouTube,Education,5.8,172.0,1.0,1.9,5.2,Very High,5.0
23.0,Female,Iraq,Graduate,LinkedIn,Education,2.5,100.0,4.7,2.1,7.3,Medium,8.0
20.0,Male,Yemen,Undergraduate,Facebook,Networking,4.7,160.0,2.6,2.0,5.8,Very High,6.0
18.0,Female,Syria,High School,Instagram,Entertainment,,196.0,4.4,1.2,5.4,Very High,5.0
22.0,Male,Afghanistan,Undergraduate,LinkedIn,Education,2.9,115.0,6.5,2.0,7.0,Medium,7.0
19.0,Female,Pakistan,Undergraduate,TikTok,Entertainment,,154.0,2.9,1.3,5.7,High,6.0
21.0,Male,Nepal,,YouTube,Education,3.8,130.0,3.9,1.5,6.6,High,7.0
20.0,Female,Bhutan,Undergraduate,Snapchat,Entertainment,5.5,186.0,1.6,2.2,5.5,High,
23.0,Male,Sri Lanka,Graduate,LinkedIn,Education,2.6,107.0,3.9,2.7,7.2,Low,8.0
19.0,Female,Maldives,Undergraduate,Instagram,Entertainment,4.9,183.0,3.0,2.3,5.8,High,6.0
20.0,Male,Bangladesh,Undergraduate,Instagram,Entertainment,6.1,194.0,1.1,1.5,6.2,High,5.0
21.0,Female,India,Undergraduate,TikTok,Entertainment,5.8,192.0,2.1,1.9,5.9,Very High,
19.0,Male,Nepal,Undergraduate,Facebook,Networking,4.9,149.0,1.8,0.9,7.1,High,7.0
22.0,Female,Pakistan,Undergraduate,Instagram,Entertainment,5.5,,1.9,2.1,6.0,High,5.0
20.0,Male,Sri Lanka,Undergraduate,TikTok,Entertainment,5.2,189.0,,1.8,,High,6.0
19.0,Female,Maldives,Undergraduate,Instagram,Entertainment,4.8,158.0,3.5,2.1,7.2,Medium,8.0
21.0,Male,Bangladesh,Undergraduate,,Networking,6.0,191.0,2.3,1.7,5.8,Very High,5.0
20.0,Female,India,Undergraduate,Instagram,Entertainment,,190.0,1.2,1.1,6.1,High,6.0
22.0,Male,Nepal,Undergraduate,TikTok,Entertainment,4.7,144.0,4.0,1.1,7.3,Medium,7.0
19.0,Female,Pakistan,Undergraduate,Instagram,Entertainment,5.4,180.0,2.0,1.3,6.2,High,5.0
20.0,Male,Sri Lanka,Undergraduate,Facebook,Networking,,185.0,2.6,1.8,5.9,High,6.0
21.0,Female,Maldives,Undergraduate,Instagram,Entertainment,4.6,145.0,3.4,2.2,7.4,Medium,8.0
19.0,Male,Bangladesh,Undergraduate,TikTok,Entertainment,5.3,173.0,1.6,1.0,6.3,,5.0
22.0,Female,India,Undergraduate,Instagram,Entertainment,5.8,,1.9,1.1,5.8,High,6.0
20.0,Male,Nepal,Undergraduate,Facebook,Networking,4.5,144.0,,1.5,7.5,High,7.0
21.0,Female,Pakistan,Undergraduate,Instagram,Entertainment,5.2,176.0,3.3,1.5,6.4,High,
19.0,,Sri Lanka,Undergraduate,TikTok,Entertainment,5.7,196.0,2.2,0.9,5.7,Very High,
20.0,Female,Maldives,Undergraduate,Instagram,Entertainment,4.4,145.0,4.8,1.2,7.6,High,8.0
22.0,Male,Bangladesh,Undergraduate,Facebook,Networking,5.1,190.0,3.7,1.3,6.5,High,5.0
21.0,Female,India,Undergraduate,Instagram,Entertainment,5.6,189.0,2.2,1.6,5.6,High,6.0
19.0,Male,Nepal,Undergraduate,TikTok,Entertainment,4.3,162.0,4.3,1.3,7.7,Medium,7.0
20.0,Female,Pakistan,Undergraduate,Instagram,Entertainment,5.0,152.0,4.5,1.7,6.6,Medium,5.0
22.0,Male,,Undergraduate,Facebook,Networking,5.5,192.0,4.1,2.2,5.5,High,6.0
21.0,Female,Maldives,Undergraduate,Instagram,Entertainment,4.2,143.0,2.8,1.3,7.8,Medium,8.0
19.0,,Bangladesh,Undergraduate,TikTok,Entertainment,4.9,175.0,2.4,1.7,6.7,Medium,5.0
20.0,Female,India,,Instagram,Entertainment,5.4,192.0,3.8,2.2,5.4,High,6.0
22.0,Male,Nepal,Undergraduate,Facebook,Networking,4.1,137.0,3.1,1.8,7.9,Medium,7.0
21.0,Female,Pakistan,Undergraduate,Instagram,Entertainment,4.8,155.0,2.1,1.5,6.8,High,5.0
19.0,Male,Sri Lanka,Undergraduate,TikTok,Entertainment,5.3,159.0,2.3,2.3,5.3,High,6.0
20.0,Female,Maldives,Undergraduate,Instagram,Entertainment,4.0,149.0,4.3,1.8,8.0,Medium,8.0
22.0,,Bangladesh,Undergraduate,Facebook,Networking,4.7,172.0,3.2,2.4,6.9,High,5.0
21.0,Female,India,Undergraduate,Instagram,Entertainment,5.2,171.0,2.3,1.9,5.2,High,6.0
19.0,Male,Nepal,Undergraduate,TikTok,Entertainment,3.9,128.0,3.6,1.9,8.1,High,
20.0,Female,Pakistan,Undergraduate,Instagram,Entertainment,4.6,,2.8,2.1,7.0,High,5.0
22.0,Male,Sri Lanka,Undergraduate,Facebook,Networking,5.1,168.0,2.2,1.9,5.1,High,6.0
,Female,Maldives,Undergraduate,Instagram,Entertainment,3.8,156.0,6.0,2.6,8.2,Medium,8.0
19.0,Male,Bangladesh,Undergraduate,TikTok,Entertainment,4.5,141.0,3.7,1.6,7.1,High,5.0
20.0,Female,India,Undergraduate,Instagram,Entertainment,5.0,163.0,3.7,1.8,5.0,High,6.0
22.0,Male,,,Facebook,Networking,,142.0,3.9,2.0,8.3,Low,7.0
21.0,Female,Pakistan,Undergraduate,,Entertainment,4.4,144.0,3.5,2.3,7.2,High,5.0
19.0,,Sri Lanka,Undergraduate,TikTok,Entertainment,4.9,182.0,2.5,1.3,4.9,High,6.0
20.0,Female,Maldives,Undergraduate,Instagram,Entertainment,3.6,151.0,2.3,2.6,8.4,Medium,8.0
22.0,Male,Bangladesh,Undergraduate,Facebook,Networking,4.3,147.0,2.6,2.2,7.3,,5.0
21.0,Female,India,,Instagram,Entertainment,4.8,174.0,1.8,1.1,4.8,High,6.0
19.0,Male,Nepal,Undergraduate,TikTok,Entertainment,3.5,142.0,2.7,2.7,8.5,,7.0
20.0,Female,Pakistan,Undergraduate,Instagram,Entertainment,4.2,157.0,2.8,3.1,7.4,Medium,5.0
22.0,Male,Sri Lanka,Undergraduate,Facebook,Networking,4.7,149.0,4.4,2.3,4.7,High,6.0
21.0,Female,Maldives,Undergraduate,Instagram,Entertainment,3.4,111.0,4.6,2.9,,Medium,8.0
19.0,Male,Bangladesh,,TikTok,Entertainment,4.1,,4.9,2.0,7.5,Medium,5.0
20.0,Female,India,Undergraduate,Instagram,Entertainment,4.6,145.0,3.7,1.0,4.6,High,6.0
19.0,Female,Bangladesh,Undergraduate,Instagram,Entertainment,,168.0,3.3,0.8,6.1,High,5.0
,,India,Undergraduate,Facebook,Networking,4.8,170.0,2.5,1.9,,Medium,7.0
20.0,Female,Nepal,Undergraduate,TikTok,Entertainment,5.5,185.0,2.9,1.3,5.9,High,6.0
22.0,Male,Pakistan,Undergraduate,,Entertainment,4.7,150.0,3.9,,6.3,High,5.0
19.0,Female,Sri Lanka,Undergraduate,Facebook,Networking,5.1,152.0,2.4,1.7,7.0,Medium,7.0
21.0,Male,Maldives,Undergraduate,TikTok,Entertainment,,169.0,3.0,,6.0,High,6.0
20.0,Female,Bangladesh,Undergraduate,Instagram,Entertainment,4.9,165.0,3.6,1.0,6.4,High,5.0
22.0,Male,India,Undergraduate,Facebook,Networking,5.2,186.0,2.4,1.5,7.1,High,
19.0,Female,Nepal,Undergraduate,TikTok,Entertainment,,179.0,1.5,,5.8,High,6.0
21.0,Male,Pakistan,Undergraduate,Instagram,Entertainment,4.6,151.0,2.5,1.3,6.5,Medium,5.0
20.0,Female,Sri Lanka,Undergraduate,Facebook,Networking,5.0,172.0,3.1,2.2,7.3,High,7.0
22.0,,,Undergraduate,TikTok,Entertainment,5.3,159.0,3.0,1.4,5.7,High,6.0
19.0,Female,Bangladesh,Undergraduate,Instagram,,4.8,154.0,2.6,2.1,6.6,High,5.0
21.0,Male,India,Undergraduate,Facebook,Networking,5.1,153.0,2.9,2.3,7.4,High,7.0
20.0,Female,Nepal,Undergraduate,TikTok,Entertainment,5.7,188.0,2.8,1.9,5.6,High,6.0
22.0,Male,Pakistan,Undergraduate,Instagram,Entertainment,4.5,154.0,4.0,2.3,6.7,High,
19.0,Female,Sri Lanka,Undergraduate,Facebook,Networking,4.9,170.0,4.3,1.2,7.5,Medium,7.0
21.0,Male,Maldives,,TikTok,Entertainment,5.2,179.0,3.8,2.3,5.5,High,6.0
20.0,Female,Bangladesh,Undergraduate,Instagram,Entertainment,4.7,157.0,2.5,1.4,,High,5.0
,,India,Undergraduate,Facebook,Networking,5.0,184.0,4.3,1.9,7.6,Medium,7.0
19.0,Female,Nepal,Undergraduate,TikTok,Entertainment,5.8,206.0,1.8,1.7,5.4,High,6.0
21.0,Male,Pakistan,Undergraduate,Instagram,Entertainment,4.4,139.0,4.4,2.1,6.9,High,5.0
20.0,Female,Sri Lanka,Undergraduate,Facebook,Networking,4.8,181.0,,2.0,7.7,High,7.0
22.0,Male,Maldives,Undergraduate,TikTok,Entertainment,5.1,159.0,2.6,1.3,5.3,High,6.0
19.0,Female,Bangladesh,Undergraduate,Instagram,,4.6,149.0,2.0,1.2,7.0,Medium,5.0
21.0,Male,India,Undergraduate,,Networking,4.9,168.0,3.0,2.2,7.8,Medium,7.0
20.0,Female,,Undergraduate,TikTok,Entertainment,5.9,173.0,1.0,1.6,5.2,Very High,6.0
22.0,Male,Pakistan,Undergraduate,Instagram,Entertainment,4.3,146.0,4.5,2.5,7.1,High,5.0
19.0,Female,,Undergraduate,Facebook,Networking,4.7,149.0,4.5,1.8,7.9,Medium,7.0
21.0,Male,Maldives,Undergraduate,TikTok,Entertainment,5.0,,2.4,1.0,5.1,High,6.0
20.0,Female,Bangladesh,Undergraduate,Instagram,Entertainment,4.5,169.0,3.7,2.4,7.2,Medium,5.0
22.0,Male,India,Undergraduate,Facebook,Networking,4.8,181.0,2.6,1.6,8.0,Medium,7.0
19.0,Female,Nepal,Undergraduate,TikTok,Entertainment,6.0,183.0,1.5,1.7,5.0,,6.0
21.0,Male,Pakistan,Undergraduate,Instagram,Entertainment,4.2,151.0,,1.6,7.3,Medium,
20.0,Female,Sri Lanka,Undergraduate,Facebook,Networking,4.6,158.0,3.4,2.7,8.1,Medium,
,Male,Maldives,Undergraduate,TikTok,Entertainment,4.9,163.0,,1.3,4.9,High,6.0
19.0,Female,Bangladesh,,Instagram,Entertainment,,160.0,3.2,1.7,7.4,Medium,5.0
21.0,Male,India,Undergraduate,,Networking,4.7,181.0,4.1,1.9,8.2,Medium,7.0
20.0,Female,Nepal,Undergraduate,TikTok,Entertainment,6.1,193.0,,0.9,4.8,Very High,6.0
22.0,Male,Pakistan,Undergraduate,Instagram,Entertainment,4.1,129.0,4.5,2.1,7.5,Medium,5.0
19.0,Female,Sri Lanka,Undergraduate,,Networking,4.5,173.0,,2.7,8.3,Medium,7.0
21.0,,Maldives,Undergraduate,TikTok,Entertainment,4.8,182.0,3.2,1.6,4.7,High,6.0
20.0,Female,Bangladesh,Undergraduate,Instagram,Entertainment,4.3,144.0,3.6,2.1,7.6,Medium,5.0
22.0,Male,India,Undergraduate,Facebook,Networking,4.6,160.0,2.7,0.5,8.4,Medium,7.0
19.0,Female,Nepal,Undergraduate,TikTok,Entertainment,6.2,214.0,2.3,1.4,4.6,Very High,6.0
21.0,Male,Pakistan,Undergraduate,Instagram,Entertainment,4.0,145.0,4.5,1.8,7.7,,5.0
20.0,Female,Sri Lanka,Undergraduate,Facebook,Networking,4.4,,4.1,1.5,8.5,High,7.0
22.0,Male,Maldives,Undergraduate,TikTok,Entertainment,4.7,178.0,4.5,2.4,4.5,High,6.0
19.0,Female,Bangladesh,Undergraduate,Instagram,,4.2,163.0,5.0,1.8,7.8,Medium,5.0
21.0,Male,India,,Facebook,Networking,4.5,157.0,3.2,1.8,8.6,Medium,
20.0,Female,Nepal,Undergraduate,TikTok,Entertainment,6.3,188.0,2.0,1.2,4.4,Very High,6.0
22.0,Male,Pakistan,Undergraduate,Instagram,Entertainment,3.9,139.0,3.6,1.1,,Medium,5.0
19.0,Female,Sri Lanka,Undergraduate,Facebook,Networking,4.3,159.0,3.7,1.4,,Medium,7.0
21.0,Male,Maldives,Undergraduate,TikTok,Entertainment,4.6,150.0,2.9,2.3,4.3,High,6.0
20.0,Female,Bangladesh,Undergraduate,Instagram,Entertainment,4.1,148.0,5.2,0.9,8.0,,5.0
22.0,Male,India,Undergraduate,Facebook,Networking,4.4,161.0,3.9,1.5,8.8,Medium,7.0
19.0,,Nepal,Undergraduate,TikTok,Entertainment,6.4,188.0,1.4,1.2,,Very High,6.0
21.0,Male,Pakistan,Undergraduate,Instagram,Entertainment,3.8,142.0,5.2,2.9,8.1,Medium,5.0
20.0,Female,Sri Lanka,Undergraduate,Facebook,Networking,4.2,159.0,2.1,2.3,8.9,Medium,7.0
22.0,Male,Maldives,Undergraduate,TikTok,Entertainment,4.5,145.0,1.9,1.6,4.1,High,6.0
19.0,Female,USA,Undergraduate,Instagram,Entertainment,6.5,208.0,2.1,2.0,6.0,High,5.0
21.0,Male,UK,Undergraduate,TikTok,Entertainment,5.8,198.0,2.2,1.2,6.5,High,6.0
20.0,Female,Australia,Undergraduate,Instagram,Entertainment,4.5,138.0,3.7,2.4,7.5,Medium,8.0
22.0,Male,Germany,Undergraduate,Facebook,Networking,4.2,155.0,2.7,1.3,7.8,Medium,7.0
19.0,Female,Japan,,LINE,Entertainment,3.8,130.0,4.2,2.6,7.9,Medium,8.0
21.0,Male,Italy,Undergraduate,Instagram,Entertainment,5.5,177.0,4.1,1.4,6.8,High,
20.0,Female,South Korea,Undergraduate,KakaoTalk,News,5.2,180.0,3.5,1.2,6.5,High,6.0
22.0,Male,Russia,Undergraduate,VKontakte,Networking,4.8,145.0,3.3,1.7,7.2,High,7.0
19.0,Female,USA,Undergraduate,TikTok,Entertainment,7.0,200.0,1.0,1.4,,Very High,4.0
21.0,Male,UK,Undergraduate,Instagram,Entertainment,5.5,179.0,2.2,1.4,6.7,Very High,6.0
20.0,Female,Australia,Undergraduate,Facebook,Networking,4.7,179.0,1.6,2.1,7.4,Medium,
22.0,Male,Germany,Undergraduate,Instagram,Entertainment,4.0,125.0,4.2,1.7,7.9,Medium,8.0
19.0,Female,Japan,Undergraduate,LINE,Education,3.5,143.0,5.2,2.4,8.0,Medium,8.0
21.0,Male,Italy,Undergraduate,TikTok,Entertainment,5.7,169.0,1.0,1.8,6.5,High,5.0
20.0,Female,South Korea,Undergraduate,KakaoTalk,Education,5.0,169.0,2.5,1.7,6.8,High,
22.0,Male,Russia,Undergraduate,VKontakte,News,4.5,154.0,2.6,1.7,7.4,Very High,7.0
19.0,Female,USA,Undergraduate,Instagram,Entertainment,6.8,213.0,1.0,1.4,5.9,Very High,4.0
21.0,Male,UK,,Facebook,Networking,5.6,168.0,2.4,1.9,6.6,Very High,6.0
20.0,Female,Australia,Undergraduate,Instagram,Entertainment,4.6,170.0,1.7,2.9,7.3,Medium,7.0
22.0,Male,Germany,Undergraduate,Facebook,Networking,4.1,,4.4,2.4,7.7,Medium,8.0
19.0,Female,Japan,Undergraduate,LINE,Entertainment,3.7,147.0,4.9,2.6,7.8,Medium,8.0
21.0,Male,Italy,Undergraduate,Instagram,Entertainment,5.4,186.0,2.4,3.2,6.7,High,5.0
20.0,Female,South Korea,Undergraduate,KakaoTalk,Networking,5.1,174.0,1.0,2.0,6.6,High,6.0
22.0,Male,Russia,Undergraduate,VKontakte,Entertainment,4.7,154.0,2.5,2.1,7.3,High,7.0
19.0,Female,USA,Undergraduate,,Entertainment,6.9,223.0,2.1,,5.7,Very High,4.0
21.0,Male,UK,Undergraduate,Instagram,Entertainment,5.7,,1.0,1.1,,High,6.0
20.0,Female,Australia,,Facebook,Networking,4.8,181.0,2.9,1.6,7.2,High,7.0
22.0,Male,Germany,Undergraduate,Instagram,Entertainment,3.9,158.0,3.2,1.8,7.8,,8.0
19.0,Female,Japan,Undergraduate,LINE,Entertainment,3.6,123.0,5.0,2.4,8.1,Medium,8.0
21.0,Male,Italy,Undergraduate,,Entertainment,5.6,188.0,1.9,1.5,6.6,High,5.0
20.0,Female,South Korea,Undergraduate,KakaoTalk,Networking,4.9,162.0,3.4,1.8,6.9,High,6.0
22.0,Male,Russia,Undergraduate,VKontakte,,4.6,178.0,3.9,2.4,7.5,,7.0
19.0,Female,USA,Undergraduate,Instagram,Entertainment,6.7,230.0,2.8,1.8,5.8,Very High,4.0
21.0,,UK,Undergraduate,Facebook,Networking,5.4,194.0,2.4,1.6,6.5,High,6.0
20.0,Female,Australia,Undergraduate,Instagram,Entertainment,4.4,141.0,3.9,1.6,7.4,High,7.0
22.0,Male,Germany,Undergraduate,Facebook,Networking,4.0,,2.8,2.6,7.6,Medium,8.0
19.0,Female,Japan,Undergraduate,LINE,Networking,3.4,138.0,5.6,2.5,8.2,Medium,8.0
21.0,Male,Italy,Undergraduate,Instagram,Entertainment,5.3,,2.1,0.9,6.8,High,5.0
20.0,Female,South Korea,Undergraduate,KakaoTalk,News,5.0,164.0,2.6,1.6,6.7,Medium,6.0
22.0,Male,Russia,Undergraduate,VKontakte,Networking,,140.0,3.6,2.0,7.6,Medium,7.0
19.0,Female,USA,Undergraduate,TikTok,Entertainment,6.6,195.0,1.0,1.7,5.6,Very High,4.0
21.0,Male,UK,Undergraduate,Instagram,Entertainment,5.3,184.0,2.9,2.1,6.3,High,6.0
20.0,Female,Australia,Undergraduate,Facebook,Networking,4.3,150.0,4.5,2.1,7.5,Medium,7.0
22.0,Male,Germany,Undergraduate,Instagram,Entertainment,3.8,139.0,4.4,2.3,7.7,Medium,8.0
19.0,Female,Japan,Undergraduate,LINE,News,3.3,139.0,3.4,2.2,8.3,Low,8.0
21.0,Male,Italy,Undergraduate,TikTok,Entertainment,5.2,155.0,2.7,1.4,6.9,High,5.0
20.0,Female,South Korea,Undergraduate,KakaoTalk,Networking,4.8,175.0,3.8,,7.0,High,6.0
22.0,Male,Russia,Undergraduate,VKontakte,Entertainment,4.3,142.0,,1.9,7.7,Medium,7.0
19.0,Female,USA,Undergraduate,Instagram,Entertainment,6.4,222.0,1.0,1.4,5.7,Very High,4.0
21.0,Male,UK,Undergraduate,Facebook,Networking,5.2,193.0,3.5,0.8,6.4,Medium,6.0
20.0,Female,Australia,Undergraduate,Instagram,Entertainment,4.5,157.0,3.7,1.7,7.3,High,7.0
22.0,Male,Germany,Undergraduate,Facebook,Networking,3.7,129.0,4.6,2.1,7.8,Medium,8.0
19.0,Female,Japan,Undergraduate,LINE,News,3.2,114.0,6.3,2.1,8.4,Medium,
21.0,Male,Italy,Undergraduate,Instagram,Entertainment,5.4,167.0,3.0,1.5,6.7,High,5.0
20.0,Female,South Korea,Undergraduate,,Education,4.7,181.0,3.8,2.1,7.1,High,6.0
22.0,Male,Russia,Undergraduate,VKontakte,Networking,4.2,137.0,6.0,1.4,7.8,High,7.0
19.0,Female,USA,Undergraduate,TikTok,Entertainment,6.6,207.0,1.2,0.5,5.5,Very High,4.0
21.0,Male,,Undergraduate,Instagram,Entertainment,5.1,171.0,2.3,1.6,6.5,High,6.0
20.0,,Australia,Undergraduate,Facebook,Networking,4.4,162.0,3.9,2.3,7.4,High,
22.0,Male,Germany,Undergraduate,Instagram,Entertainment,3.6,148.0,4.8,2.9,,Medium,8.0
19.0,Female,,Undergraduate,LINE,Education,3.1,124.0,4.5,2.6,8.5,Low,8.0
21.0,Male,Italy,Undergraduate,TikTok,Entertainment,5.3,187.0,1.9,0.9,6.8,Very High,5.0
20.0,Female,South Korea,Undergraduate,KakaoTalk,Entertainment,4.6,162.0,5.2,1.7,7.2,High,6.0
22.0,Male,Russia,Undergraduate,VKontakte,News,4.1,144.0,4.2,2.1,7.9,Medium,7.0
19.0,Female,USA,Undergraduate,Instagram,Entertainment,6.7,198.0,1.0,1.4,5.4,Very High,4.0
21.0,Male,UK,Undergraduate,Facebook,Networking,5.0,158.0,3.7,2.0,,Medium,
20.0,Female,Australia,Undergraduate,Instagram,Entertainment,4.3,149.0,3.6,1.5,7.5,High,7.0
22.0,Male,Germany,Undergraduate,Facebook,Networking,3.5,113.0,4.3,2.2,8.0,Medium,8.0
19.0,Female,Japan,Undergraduate,LINE,News,3.0,112.0,,2.5,8.6,Medium,8.0
21.0,Male,Italy,Undergraduate,Instagram,Entertainment,5.2,173.0,1.8,,6.9,High,5.0
20.0,Female,South Korea,Undergraduate,KakaoTalk,Networking,4.5,155.0,3.8,1.5,7.3,High,6.0
22.0,Male,Russia,,VKontakte,Education,4.0,157.0,5.5,1.8,8.0,Medium,7.0
19.0,Female,USA,Undergraduate,TikTok,Entertainment,6.8,233.0,,0.0,5.3,Very High,4.0
21.0,Male,UK,Undergraduate,Instagram,Entertainment,4.9,176.0,2.8,1.5,6.7,Medium,6.0
20.0,Female,Australia,Undergraduate,Facebook,Networking,4.2,133.0,3.4,1.7,7.6,High,7.0
,Male,Germany,Undergraduate,Instagram,Entertainment,3.4,126.0,4.3,1.6,8.1,High,8.0
19.0,Female,Japan,Undergraduate,LINE,News,2.9,126.0,4.9,2.4,8.7,Medium,8.0
21.0,,Italy,Undergraduate,TikTok,Entertainment,5.1,175.0,,1.7,7.0,High,5.0
20.0,Female,South Korea,Undergraduate,KakaoTalk,Networking,4.4,153.0,,0.8,7.4,Medium,6.0
22.0,Male,Russia,Undergraduate,VKontakte,Education,3.9,139.0,2.7,2.1,8.1,Medium,7.0
19.0,Female,USA,Undergraduate,Instagram,Entertainment,6.9,213.0,1.8,0.8,5.2,Very High,4.0
21.0,Male,UK,Undergraduate,Facebook,Networking,4.8,168.0,2.9,2.0,6.8,Medium,6.0
20.0,Female,Australia,Undergraduate,Instagram,Entertainment,4.1,134.0,4.2,1.3,7.7,High,7.0
22.0,,Germany,Undergraduate,Facebook,Networking,3.3,127.0,3.8,2.2,8.2,Medium,8.0
19.0,Female,Japan,Undergraduate,LINE,Education,2.8,103.0,6.3,2.2,8.8,Low,8.0
21.0,Male,Italy,Undergraduate,Instagram,Entertainment,,177.0,,1.9,7.1,Medium,5.0
,Female,South Korea,Undergraduate,KakaoTalk,Entertainment,4.3,166.0,4.5,2.0,7.5,Medium,6.0
22.0,Male,Russia,Undergraduate,VKontakte,Entertainment,3.8,140.0,3.0,1.9,8.2,Low,7.0
19.0,Female,USA,Undergraduate,TikTok,Entertainment,7.0,,1.7,0.5,5.1,Very High,4.0
21.0,Male,UK,Undergraduate,Instagram,,4.7,179.0,3.6,1.1,6.9,Medium,6.0
20.0,Female,,Undergraduate,Facebook,Networking,4.0,151.0,2.7,1.7,7.8,Medium,7.0
22.0,Male,Germany,Undergraduate,Instagram,Entertainment,,122.0,4.8,2.2,8.3,Low,8.0
19.0,Female,Japan,Undergraduate,LINE,Networking,2.7,93.0,5.6,2.0,8.9,Low,8.0
21.0,Male,Italy,Undergraduate,TikTok,Entertainment,4.9,147.0,3.5,2.1,7.2,High,
20.0,Female,South Korea,,KakaoTalk,News,4.2,138.0,,,7.6,Medium,6.0
22.0,Male,Russia,Undergraduate,VKontakte,Entertainment,,126.0,4.5,1.6,8.3,Medium,
19.0,Female,USA,Undergraduate,Instagram,Entertainment,,230.0,2.1,1.1,5.0,Very High,4.0
,Male,UK,Undergraduate,Facebook,Networking,4.6,160.0,4.4,2.0,7.0,Medium,
20.0,Female,Australia,,Instagram,Entertainment,3.9,161.0,1.8,2.2,7.9,Low,7.0
22.0,Male,Germany,Undergraduate,Facebook,Networking,3.1,123.0,4.6,3.2,8.4,Low,8.0
19.0,Female,Spain,Undergraduate,Instagram,Entertainment,,191.0,,1.4,6.8,Very High,6.0
21.0,Male,Denmark,Undergraduate,Facebook,Networking,4.1,149.0,2.5,1.9,7.8,High,8.0
20.0,Female,Ireland,Undergraduate,Instagram,Entertainment,5.0,164.0,3.1,2.0,,High,7.0
22.0,Male,India,Undergraduate,WhatsApp,News,5.8,198.0,3.2,1.5,6.5,High,5.0
19.0,Female,Switzerland,Undergraduate,Instagram,Entertainment,,142.0,3.1,,7.9,Medium,8.0
,Male,Turkey,Undergraduate,Instagram,Entertainment,5.5,172.0,2.8,0.9,6.7,High,6.0
20.0,Female,USA,Undergraduate,TikTok,Entertainment,6.8,213.0,1.0,1.0,5.5,Very High,5.0
22.0,Male,Mexico,Undergraduate,WhatsApp,News,5.6,191.0,1.9,1.1,6.6,High,6.0
19.0,Female,France,Undergraduate,Instagram,,4.5,152.0,4.7,1.0,7.5,Medium,7.0
21.0,Male,Canada,Undergraduate,Instagram,Entertainment,5.3,185.0,2.3,1.3,6.9,High,6.0
20.0,Female,Spain,Undergraduate,TikTok,Entertainment,5.1,191.0,3.3,,6.7,High,6.0
22.0,Male,Denmark,Undergraduate,Facebook,Networking,3.9,138.0,2.6,2.3,7.9,Medium,8.0
19.0,Female,Ireland,Undergraduate,,Entertainment,4.8,156.0,4.7,2.1,7.1,Medium,7.0
21.0,Male,India,Undergraduate,,Education,5.9,188.0,2.6,1.1,6.4,Very High,5.0
20.0,Female,Switzerland,Undergraduate,Instagram,Entertainment,3.8,153.0,4.1,1.9,8.0,Medium,8.0
22.0,Male,Turkey,Undergraduate,,Entertainment,5.4,167.0,3.1,0.7,6.8,,
19.0,Female,USA,,Instagram,Entertainment,6.9,235.0,1.0,1.0,5.4,Very High,5.0
21.0,Male,Mexico,Undergraduate,,Networking,5.7,183.0,3.2,1.8,6.5,High,6.0
20.0,Female,France,Undergraduate,Instagram,Entertainment,4.4,168.0,3.3,2.3,7.6,High,
22.0,Male,Canada,Undergraduate,TikTok,Entertainment,,186.0,2.6,1.3,7.0,Medium,6.0
19.0,Female,Spain,Undergraduate,Instagram,Entertainment,5.0,181.0,,2.3,6.9,High,6.0
21.0,Male,,Undergraduate,Facebook,Networking,3.8,156.0,3.7,1.3,8.0,Medium,8.0
